,DISTANCE,UNIQUE_CARRIER,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME
0,51,H6,CKD,"Crooked Creek, AK",SRV,"Stony River, AK"
1,51,H6,KWN,"Quinhagak, AK",PTU,"Platinum, AK"
2,51,H6,PTU,"Platinum, AK",KWN,"Quinhagak, AK"
3,51,H6,KTS,"Brevig Mission, AK",WAA,"Wales, AK"
4,51,H6,WAA,"Wales, AK",KTS,"Brevig Mission, AK"
5,51,3AQ,SCC,"Deadhorse, AK",A1K,"Deadhorse1, AK"
6,51,3AQ,A1K,"Deadhorse1, AK",SCC,"Deadhorse, AK"
7,51,27Q,RIL,"Rifle, CO",ASE,"Aspen, CO"
8,51,27Q,ASE,"Aspen, CO",RIL,"Rifle, CO"
9,51,U7,FNT,"Flint, MI",YIP,"Detroit, MI"
10,51,U7,YIP,"Detroit, MI",FNT,"Flint, MI"
11,51,EM,SLE,"Salem, OR",PDX,"Portland, OR"
12,51,8E,TNC,"Tin City, AK",TLA,"Teller, AK"
13,51,FX,SGU,"St. George, UT",CDC,"Cedar City, UT"
14,51,Z3,NNK,"Naknek, AK",KNW,"New Stuyahok, AK"
15,51,7S,SRV,"Stony River, AK",CKD,"Crooked Creek, AK"
16,51,7S,ZNC,"Nyac, AK",KWT,"Kwethluk, AK"
17,51,27Q,SNA,"Santa Ana, CA",CLD,"Carlsbad, CA"
18,51,OO,HLN,"Helena, MT",BTM,"Butte, MT"
19,51,K2,KWT,"Kwethluk, AK",WTL,"Tuntutuliak, AK"
20,51,OO,CDC,"Cedar City, UT",SGU,"St. George, UT"
21,51,2O,A43,"Kodiak Island, AK",OLH,"Old Harbor, AK"
22,52,8E,WBB,"Stebbins, AK",UNK,"Unalakleet, AK"
23,52,8E,UNK,"Unalakleet, AK",WBB,"Stebbins, AK"
24,52,4W,WBQ,"Beaver, AK",SVS,"Stevens Village, AK"
25,52,H6,KOT,"Kotlik, AK",WBB,"Stebbins, AK"
26,52,09Q,PVD,"Providence, RI",BED,"Bedford, MA"
27,52,YV,MTJ,"Montrose/Delta, CO",GUC,"Gunnison, CO"
28,52,V8,AKN,"King Salmon, AK",IGG,"Igiugig, AK"
29,52,GV,IGG,"Igiugig, AK",AKN,"King Salmon, AK"
30,52,4W,SVS,"Stevens Village, AK",WBQ,"Beaver, AK"
31,52,4B,GWO,"Greenwood, MS",GLH,"Greenville, MS"
32,52,7S,HCR,"Holy Cross, AK",FVQ,"Donlin Creek Mine, AK"
33,52,H6,SCM,"Scammon Bay, AK",SXP,"Sheldon Point, AK"
34,52,2EQ,TLJ,"Tatalina, AK",NIB,"Nikolai, AK"
35,52,GV,SXP,"Sheldon Point, AK",SCM,"Scammon Bay, AK"
36,52,Z3,CLP,"Clarks Point, AK",KEK,"Ekwok, AK"
37,53,H6,AUK,"Alakanuk, AK",MOU,"Mountain Village, AK"
38,53,H6,MOU,"Mountain Village, AK",AUK,"Alakanuk, AK"
39,53,H6,AKI,"Akiak, AK",KLG,"Kalskag, AK"
40,53,H6,KLG,"Kalskag, AK",AKI,"Akiak, AK"
41,53,VI,SIG,"San Juan, PR",CPX,"Culebra, PR"
42,53,VI,CPX,"Culebra, PR",SIG,"San Juan, PR"
43,53,2EQ,NIB,"Nikolai, AK",TCT,"Takotna, AK"
44,53,2EQ,TCT,"Takotna, AK",NIB,"Nikolai, AK"
45,53,04Q,MMU,"Morristown, NJ",FRG,"East Farmingdale, NY"
46,53,04Q,FRG,"East Farmingdale, NY",MMU,"Morristown, NJ"
47,53,Z3,KNW,"New Stuyahok, AK",IGG,"Igiugig, AK"
48,53,2O,A43,"Kodiak Island, AK",KZB,"Zachar Bay, AK"
49,53,2O,KZB,"Zachar Bay, AK",A43,"Kodiak Island, AK"
50,53,EV,GPT,"Gulfport/Biloxi, MS",MOB,"Mobile, AL"
51,53,04Q,BDR,"Bridgeport, CT",TEB,"Teterboro, NJ"
52,53,8V,WBQ,"Beaver, AK",VEE,"Venetie, AK"
53,53,8V,VEE,"Venetie, AK",KBC,"Birch Creek, AK"
54,54,8E,WLK,"Selawik, AK",BKC,"Buckland, AK"
55,54,8E,BKC,"Buckland, AK",WLK,"Selawik, AK"
56,54,EM,HNL,"Honolulu, HI",MKK,"Hoolehua, HI"
57,54,EM,MKK,"Hoolehua, HI",HNL,"Honolulu, HI"
58,54,OO,SJC,"San Jose, CA",MRY,"Monterey, CA"
59,54,H6,MOU,"Mountain Village, AK",EMK,"Emmonak, AK"
60,54,H6,EMK,"Emmonak, AK",MOU,"Mountain Village, AK"
61,54,OO,AZO,"Kalamazoo, MI",SBN,"South Bend, IN"
62,54,5Y,ILN,"Wilmington, OH",CVG,"Cincinnati, OH"
63,54,9K,STX,"Christiansted, VI",VQS,"Vieques, PR"
64,54,9K,VQS,"Vieques, PR",STX,"Christiansted, VI"
65,54,5Y,CVG,"Cincinnati, OH",ILN,"Wilmington, OH"
66,54,J5,KAE,"Kake, AK",SIT,"Sitka, AK"
67,54,J5,SIT,"Sitka, AK",KAE,"Kake, AK"
68,54,7S,MYU,"Mekoryuk, AK",NME,"Nightmute, AK"
69,54,7S,NME,"Nightmute, AK",MYU,"Mekoryuk, AK"
70,54,OO,MTJ,"Montrose/Delta, CO",GJT,"Grand Junction, CO"
71,54,B6,DAB,"Daytona Beach, FL",MCO,"Orlando, FL"
72,54,AN,HHR,"Hawthorne, CA",OXR,"Oxnard/Ventura, CA"
73,54,AN,OXR,"Oxnard/Ventura, CA",HHR,"Hawthorne, CA"
74,54,U7,MFE,"Mission/McAllen/Edinburg, TX",BRO,"Brownsville, TX"
75,54,GV,KNW,"New Stuyahok, AK",WSN,"South Naknek, AK"
76,54,OO,GJT,"Grand Junction, CO",MTJ,"Montrose/Delta, CO"
77,54,DL,MCO,"Orlando, FL",DAB,"Daytona Beach, FL"
78,54,OO,MRY,"Monterey, CA",SJC,"San Jose, CA"
79,55,OO,LNK,"Lincoln, NE",OMA,"Omaha, NE"
80,55,PT,BUF,"Buffalo, NY",ROC,"Rochester, NY"
81,55,PT,PHL,"Philadelphia, PA",ABE,"Allentown/Bethlehem/Easton, PA"
82,55,PT,ABE,"Allentown/Bethlehem/Easton, PA",PHL,"Philadelphia, PA"
83,55,H6,SXP,"Sheldon Point, AK",KOT,"Kotlik, AK"
84,55,H6,KOT,"Kotlik, AK",SXP,"Sheldon Point, AK"
85,55,H6,SMK,"St. Michael, AK",KOT,"Kotlik, AK"
86,55,H6,PQS,"Pilot Station, AK",RSH,"Russian Mission, AK"
87,55,H6,RSH,"Russian Mission, AK",PQS,"Pilot Station, AK"
88,55,09Q,OMA,"Omaha, NE",LNK,"Lincoln, NE"
89,55,LF,BWI,"Baltimore, MD",MNZ,"Manassas, VA"
90,55,LF,MNZ,"Manassas, VA",BWI,"Baltimore, MD"
91,55,7S,SKK,"Shaktoolik, AK",GLV,"Golovin, AK"
92,55,EV,BTR,"Baton Rouge, LA",LFT,"Lafayette, LA"
93,55,27Q,OPF,"Miami, FL",PBI,"West Palm Beach/Palm Beach, FL"
94,55,EV,LFT,"Lafayette, LA",BTR,"Baton Rouge, LA"
95,55,SNK,SKW,"Skwentna, AK",BVU,"Beluga, AK"
96,55,7S,FVQ,"Donlin Creek Mine, AK",ANI,"Aniak, AK"
97,55,7S,KOT,"Kotlik, AK",SMK,"St. Michael, AK"
98,55,FX,GUP,"Gallup, NM",GNT,"Grants, NM"
99,55,9K,EWB,"New Bedford/Fall River, MA",ACK,"Nantucket, MA"
100,55,9K,ACK,"Nantucket, MA",EWB,"New Bedford/Fall River, MA"
101,55,27Q,TCL,"Tuscaloosa, AL",BHM,"Birmingham, AL"
102,55,7S,ANI,"Aniak, AK",FVQ,"Donlin Creek Mine, AK"
103,55,8E,GLV,"Golovin, AK",SKK,"Shaktoolik, AK"
104,55,FX,ROC,"Rochester, NY",BUF,"Buffalo, NY"
105,56,H6,WTL,"Tuntutuliak, AK",KPN,"Kipnuk, AK"
106,56,H6,KPN,"Kipnuk, AK",WTL,"Tuntutuliak, AK"
107,56,H6,MOU,"Mountain Village, AK",MLL,"Marshall, AK"
108,56,FX,CEC,"Crescent City, CA",ACV,"Arcata/Eureka, CA"
109,56,GV,KPN,"Kipnuk, AK",OOK,"Toksook, AK"
110,56,GV,OOK,"Toksook, AK",KPN,"Kipnuk, AK"
111,56,GV,CLP,"Clarks Point, AK",WSN,"South Naknek, AK"
112,56,K2,TLT,"Tuluksak, AK",KUK,"Kasigluk, AK"
113,56,GV,AKN,"King Salmon, AK",KEK,"Ekwok, AK"
114,56,FX,GLR,"Gaylord, MI",APN,"Alpena, MI"
115,56,1SQ,ROP,"Rota, TT",GUM,"Guam, TT"
116,56,1SQ,GUM,"Guam, TT",ROP,"Rota, TT"
117,56,GV,KEK,"Ekwok, AK",AKN,"King Salmon, AK"
118,56,I4,KLW,"Klawock, AK",KTN,"Ketchikan, AK"
119,56,I4,KTN,"Ketchikan, AK",KLW,"Klawock, AK"
120,56,UA,SWF,"Newburgh/Poughkeepsie, NY",EWR,"Newark, NJ"
121,56,OO,DTW,"Detroit, MI",FNT,"Flint, MI"
122,56,H6,MLL,"Marshall, AK",MOU,"Mountain Village, AK"
123,56,LF,FNT,"Flint, MI",DTW,"Detroit, MI"
124,56,5V,MNT,"Minto, AK",FBK,"Fairbanks, AK"
125,56,5V,FBK,"Fairbanks, AK",MNT,"Minto, AK"
126,57,H6,OTZ,"Kotzebue, AK",DRG,"Deering, AK"
127,57,H6,DRG,"Deering, AK",OTZ,"Kotzebue, AK"
128,57,H6,ANI,"Aniak, AK",TLT,"Tuluksak, AK"
129,57,H6,TLT,"Tuluksak, AK",ANI,"Aniak, AK"
130,57,7S,OME,"Nome, AK",TLA,"Teller, AK"
131,57,7S,WAA,"Wales, AK",TLA,"Teller, AK"
132,57,7S,TLA,"Teller, AK",OME,"Nome, AK"
133,57,Z3,DLG,"Dillingham, AK",NNK,"Naknek, AK"
134,57,Z3,NNK,"Naknek, AK",DLG,"Dillingham, AK"
135,57,2O,AOS,"Amook Bay, AK",A43,"Kodiak Island, AK"
136,57,2O,A43,"Kodiak Island, AK",AOS,"Amook Bay, AK"
137,57,2O,ADQ,"Kodiak, AK",KLN,"Larsen Bay, AK"
138,57,2O,KLN,"Larsen Bay, AK",ADQ,"Kodiak, AK"
139,57,8E,TLA,"Teller, AK",WAA,"Wales, AK"
140,57,8V,CIK,"Chalkyitsik, AK",IRC,"Circle, AK"
141,57,G4,PIA,"Peoria, IL",SPI,"Springfield, IL"
142,57,K2,CYF,"Chefornak, AK",WWT,"Newtok, AK"
143,57,09Q,OAJ,"Jacksonville/Camp Lejeune, NC",PGV,"Greenville, NC"
144,57,09Q,PGV,"Greenville, NC",OAJ,"Jacksonville/Camp Lejeune, NC"
145,57,FX,MHV,"Mojave, CA",BFL,"Bakersfield, CA"
146,58,H6,RSH,"Russian Mission, AK",HCR,"Holy Cross, AK"
147,58,H6,WTL,"Tuntutuliak, AK",CYF,"Chefornak, AK"
148,58,H6,KLG,"Kalskag, AK",KKI,"Akiachak, AK"
149,58,H6,KKI,"Akiachak, AK",KLG,"Kalskag, AK"
150,58,H6,BKC,"Buckland, AK",ORV,"Noorvik, AK"
151,58,8E,ORV,"Noorvik, AK",BKC,"Buckland, AK"
152,58,FX,BDL,"Hartford, CT",BDR,"Bridgeport, CT"
153,58,GV,CYF,"Chefornak, AK",WTL,"Tuntutuliak, AK"
154,58,8V,AET,"Allakaket, AK",HUS,"Hughes, AK"
155,58,8V,HUS,"Hughes, AK",AET,"Allakaket, AK"
156,58,7S,HCR,"Holy Cross, AK",RSH,"Russian Mission, AK"
157,58,9X,OWD,"Norwood, MA",HYA,"Hyannis, MA"
158,58,9X,HYA,"Hyannis, MA",OWD,"Norwood, MA"
159,58,J5,PTL,"Port Armstrong, AK",SIT,"Sitka, AK"
160,58,J5,SIT,"Sitka, AK",PTL,"Port Armstrong, AK"
161,59,L2,A20,"Alpine, AK",SCC,"Deadhorse, AK"
162,59,L2,SCC,"Deadhorse, AK",A20,"Alpine, AK"
163,59,YR,BLD,"Boulder City, NV",1G4,"Peach Springs, AZ"
164,59,YR,1G4,"Peach Springs, AZ",BLD,"Boulder City, NV"
165,59,H6,OTZ,"Kotzebue, AK",IAN,"Kiana, AK"
166,59,H6,IAN,"Kiana, AK",OTZ,"Kotzebue, AK"
167,59,H6,KSM,"St. Mary's, AK",SXP,"Sheldon Point, AK"
168,59,H6,SXP,"Sheldon Point, AK",KSM,"St. Mary's, AK"
169,59,H6,BRW,"Barrow, AK",ATK,"Atqasuk, AK"
170,59,H6,ATK,"Atqasuk, AK",BRW,"Barrow, AK"
171,59,J5,JNU,"Juneau, AK",AGN,"Angoon, AK"
172,59,J5,AGN,"Angoon, AK",JNU,"Juneau, AK"
173,59,7S,ANC,"Anchorage, AK",ENA,"Kenai, AK"
174,59,5V,ENA,"Kenai, AK",ANC,"Anchorage, AK"
175,59,J5,JNU,"Juneau, AK",DQV,"Haines, AK"
176,59,J5,DQV,"Haines, AK",JNU,"Juneau, AK"
177,59,K3,WFB,"Ketchikan, AK",CGA,"Craig, AK"
178,59,K3,CGA,"Craig, AK",WFB,"Ketchikan, AK"
179,59,GV,WSN,"South Naknek, AK",DLG,"Dillingham, AK"
180,59,GV,PTH,"Port Heiden, AK",PIP,"Pilot Point, AK"
181,59,GV,DLG,"Dillingham, AK",KLL,"Levelock, AK"
182,59,GV,DLG,"Dillingham, AK",WSN,"South Naknek, AK"
183,59,GV,KLL,"Levelock, AK",DLG,"Dillingham, AK"
184,59,GV,PIP,"Pilot Point, AK",PTH,"Port Heiden, AK"
185,59,GV,CLP,"Clarks Point, AK",KNW,"New Stuyahok, AK"
186,59,GV,KNW,"New Stuyahok, AK",CLP,"Clarks Point, AK"
187,59,KAH,KEH,"Kenmore, WA",LPS,"Lopez Island, WA"
188,59,KAH,LPS,"Lopez Island, WA",KEH,"Kenmore, WA"
189,59,V8,NNL,"Nondalton, AK",IGG,"Igiugig, AK"
190,59,FX,ONT,"Ontario, CA",WJF,"Lancaster, CA"
191,60,EM,MFR,"Medford, OR",LMT,"Klamath Falls, OR"
192,60,EM,EAT,"Wenatchee, WA",YKM,"Yakima, WA"
193,60,EM,LMT,"Klamath Falls, OR",MFR,"Medford, OR"
194,60,H6,ANI,"Aniak, AK",RSH,"Russian Mission, AK"
195,60,H6,RSH,"Russian Mission, AK",ANI,"Aniak, AK"
196,60,H6,AIN,"Wainwright, AK",ATK,"Atqasuk, AK"
197,60,H6,SCC,"Deadhorse, AK",NUI,"Nuiqsut, AK"
198,60,H6,ATK,"Atqasuk, AK",AIN,"Wainwright, AK"
199,60,H6,NUI,"Nuiqsut, AK",SCC,"Deadhorse, AK"
200,60,GV,KNW,"New Stuyahok, AK",AKN,"King Salmon, AK"
201,60,Q5,TKJ,"Tok, AK",CKX,"Chicken, AK"
202,60,Q5,CKX,"Chicken, AK",TKJ,"Tok, AK"
203,60,GV,AKN,"King Salmon, AK",KNW,"New Stuyahok, AK"
204,60,FX,OZA,"Ozona, TX",SJT,"San Angelo, TX"
205,60,K2,KKI,"Akiachak, AK",RSH,"Russian Mission, AK"
206,60,4B,CEZ,"Cortez, CO",TEX,"Telluride, CO"
207,60,4B,TEX,"Telluride, CO",CEZ,"Cortez, CO"
208,60,YR,KNB,"Kanab, UT",PGA,"Page, AZ"
209,60,H6,AKI,"Akiak, AK",RSH,"Russian Mission, AK"
210,60,H6,RSH,"Russian Mission, AK",KKI,"Akiachak, AK"
211,60,7S,MLL,"Marshall, AK",KLG,"Kalskag, AK"
212,60,FX,ABI,"Abilene, TX",BWD,"Brownwood, TX"
213,60,QX,YKM,"Yakima, WA",EAT,"Wenatchee, WA"
214,60,2E,SXQ,"Soldotna, AK",HOM,"Homer, AK"
215,60,2E,HOM,"Homer, AK",SXQ,"Soldotna, AK"
216,60,7S,KLG,"Kalskag, AK",MLL,"Marshall, AK"
217,60,YX,CHS,"Charleston, SC",HHH,"Hilton Head, SC"
218,60,GV,SXQ,"Soldotna, AK",ANC,"Anchorage, AK"
219,61,9X,MGW,"Morgantown, WV",PIT,"Pittsburgh, PA"
220,61,9X,PIT,"Pittsburgh, PA",MGW,"Morgantown, WV"
221,61,8V,GAL,"Galena, AK",KAL,"Kaltag, AK"
222,61,8V,KAL,"Kaltag, AK",GAL,"Galena, AK"
223,61,3E,MCW,"Mason City, IA",FOD,"Fort Dodge, IA"
224,61,3E,FOD,"Fort Dodge, IA",MCW,"Mason City, IA"
225,61,GV,UGS,"Ugashik, AK",PTH,"Port Heiden, AK"
226,61,8E,GLV,"Golovin, AK",KKA,"Koyuk, AK"
227,61,8E,KKA,"Koyuk, AK",GLV,"Golovin, AK"
228,61,GV,PTH,"Port Heiden, AK",UGS,"Ugashik, AK"
229,61,SY,STC,"St. Cloud, MN",MSP,"Minneapolis, MN"
230,61,9E,FAY,"Fayetteville, NC",RDU,"Raleigh/Durham, NC"
231,61,9E,RDU,"Raleigh/Durham, NC",FAY,"Fayetteville, NC"
232,61,G4,MDT,"Harrisburg, PA",HGR,"Hagerstown, MD"
233,61,9K,HYA,"Hyannis, MA",BOS,"Boston, MA"
234,61,9K,BOS,"Boston, MA",HYA,"Hyannis, MA"
235,61,PT,SYR,"Syracuse, NY",ART,"Watertown, NY"
236,61,K3,PPV,"Port Protection, AK",CGA,"Craig, AK"
237,61,2O,A43,"Kodiak Island, AK",KLN,"Larsen Bay, AK"
238,61,2O,KLN,"Larsen Bay, AK",A43,"Kodiak Island, AK"
239,61,8V,IRC,"Circle, AK",FYU,"Fort Yukon, AK"
240,61,8V,FYU,"Fort Yukon, AK",IRC,"Circle, AK"
241,61,8V,RMP,"Rampart, AK",TAL,"Tanana, AK"
242,61,FX,MAE,"Madera, CA",VIS,"Visalia, CA"
243,61,AA,GRK,"Killeen, TX",AUS,"Austin, TX"
244,62,YX,PBI,"West Palm Beach/Palm Beach, FL",MIA,"Miami, FL"
245,62,5X,MIA,"Miami, FL",PBI,"West Palm Beach/Palm Beach, FL"
246,62,8E,WMO,"White Mountain, AK",OME,"Nome, AK"
247,62,8E,OME,"Nome, AK",WMO,"White Mountain, AK"
248,62,EM,RBG,"Roseburg, OR",EUG,"Eugene, OR"
249,62,OO,LAN,"Lansing, MI",AZO,"Kalamazoo, MI"
250,62,MQ,SDF,"Louisville, KY",LEX,"Lexington, KY"
251,62,MQ,JLN,"Joplin, MO",SGF,"Springfield, MO"
252,62,EM,EUG,"Eugene, OR",RBG,"Roseburg, OR"
253,62,FX,LBL,"Liberal, KS",GCK,"Garden City, KS"
254,62,1SQ,TIQ,"Tinian, TT",ROP,"Rota, TT"
255,62,8V,FYU,"Fort Yukon, AK",WBQ,"Beaver, AK"
256,62,8V,WBQ,"Beaver, AK",FYU,"Fort Yukon, AK"
257,62,1SQ,ROP,"Rota, TT",TIQ,"Tinian, TT"
258,62,09Q,RST,"Rochester, MN",LSE,"La Crosse, WI"
259,62,Z3,KMO,"Manokotak, AK",KEK,"Ekwok, AK"
260,62,J5,PTD,"Port Alexander, AK",SIT,"Sitka, AK"
261,62,J5,SIT,"Sitka, AK",PTD,"Port Alexander, AK"
262,62,B6,SWF,"Newburgh/Poughkeepsie, NY",JFK,"New York, NY"
263,62,K3,KWF,"Waterfall, AK",WFB,"Ketchikan, AK"
264,62,K3,WFB,"Ketchikan, AK",KWF,"Waterfall, AK"
265,62,GV,AKI,"Akiak, AK",WTL,"Tuntutuliak, AK"
266,63,8V,KBC,"Birch Creek, AK",CIK,"Chalkyitsik, AK"
267,63,H6,AUK,"Alakanuk, AK",KSM,"St. Mary's, AK"
268,63,H6,KSM,"St. Mary's, AK",EMK,"Emmonak, AK"
269,63,H6,KSM,"St. Mary's, AK",AUK,"Alakanuk, AK"
270,63,H6,EMK,"Emmonak, AK",KSM,"St. Mary's, AK"
271,63,H6,KLG,"Kalskag, AK",KWT,"Kwethluk, AK"
272,63,H6,KWT,"Kwethluk, AK",KLG,"Kalskag, AK"
273,63,7S,CHU,"Chuathbaluk, AK",RDV,"Red Devil, AK"
274,63,GV,TWA,"Twin Hills, AK",DLG,"Dillingham, AK"
275,63,GV,DLG,"Dillingham, AK",TWA,"Twin Hills, AK"
276,63,2O,KOZ,"Ouzinkie, AK",KLN,"Larsen Bay, AK"
277,63,8V,CIK,"Chalkyitsik, AK",KBC,"Birch Creek, AK"
278,63,8C,ORD,"Chicago, IL",RFD,"Rockford, IL"
279,63,K3,KPB,"Point Baker, AK",CGA,"Craig, AK"
280,63,OO,SYR,"Syracuse, NY",BGM,"Binghamton, NY"
281,63,2O,KYK,"Karluk, AK",ORI,"Port Lions, AK"
282,63,5Y,RFD,"Rockford, IL",ORD,"Chicago, IL"
283,63,2O,KLN,"Larsen Bay, AK",KOZ,"Ouzinkie, AK"
284,63,KAH,BYW,"Blakely Island, WA",KEH,"Kenmore, WA"
285,63,KAH,KEH,"Kenmore, WA",BYW,"Blakely Island, WA"
286,64,8E,OME,"Nome, AK",KTS,"Brevig Mission, AK"
287,64,8E,KTS,"Brevig Mission, AK",OME,"Nome, AK"
288,64,8E,SCM,"Scammon Bay, AK",AUK,"Alakanuk, AK"
289,64,8E,AUK,"Alakanuk, AK",SCM,"Scammon Bay, AK"
290,64,EM,BLI,"Bellingham, WA",CLM,"Port Angeles, WA"
291,64,KAH,KEH,"Kenmore, WA",FBS,"Friday Harbor, WA"
292,64,H6,KTS,"Brevig Mission, AK",SHH,"Shishmaref, AK"
293,64,H6,SHH,"Shishmaref, AK",KTS,"Brevig Mission, AK"
294,64,H6,SCM,"Scammon Bay, AK",MOU,"Mountain Village, AK"
295,64,H6,MOU,"Mountain Village, AK",SCM,"Scammon Bay, AK"
296,64,04Q,HTO,"East Hampton, NY",NPT,"Newport, RI"
297,64,04Q,NPT,"Newport, RI",HTO,"East Hampton, NY"
298,64,G4,CVG,"Cincinnati, OH",DAY,"Dayton, OH"
299,64,G4,IAG,"Niagara Falls, NY",ROC,"Rochester, NY"
300,64,8V,HSL,"Huslia, AK",HUS,"Hughes, AK"
301,64,8V,HUS,"Hughes, AK",HSL,"Huslia, AK"
302,64,J5,JNU,"Juneau, AK",ELV,"Elfin Cove, AK"
303,64,J5,ELV,"Elfin Cove, AK",JNU,"Juneau, AK"
304,64,FX,LBF,"North Platte, NE",MCK,"McCook, NE"
305,64,K2,ZNC,"Nyac, AK",BET,"Bethel, AK"
306,64,K2,BET,"Bethel, AK",ZNC,"Nyac, AK"
307,64,YR,GCN,"Grand Canyon, AZ",DQS,"Whitmore, AZ"
308,64,YR,DQS,"Whitmore, AZ",GCN,"Grand Canyon, AZ"
309,64,QX,PUW,"Pullman, WA",GEG,"Spokane, WA"
310,64,H6,KKH,"Kongiganak, AK",PKA,"Napaskiak, AK"
311,64,2LQ,MTH,"Marathon, FL",OCA,"Key Largo, FL"
312,64,09Q,DAY,"Dayton, OH",CVG,"Cincinnati, OH"
313,64,K2,PKA,"Napaskiak, AK",KKH,"Kongiganak, AK"
314,64,J5,KAE,"Kake, AK",PBK,"Pack Creek, AK"
315,64,KAH,FBS,"Friday Harbor, WA",KEH,"Kenmore, WA"
316,64,FX,MCK,"McCook, NE",LBF,"North Platte, NE"
317,65,OO,SFO,"San Francisco, CA",SCK,"Stockton, CA"
318,65,OO,SCK,"Stockton, CA",SFO,"San Francisco, CA"
319,65,1TQ,ITO,"Hilo, HI",KOA,"Kona, HI"
320,65,1TQ,KOA,"Kona, HI",ITO,"Hilo, HI"
321,65,H6,MLL,"Marshall, AK",TLT,"Tuluksak, AK"
322,65,H6,KOT,"Kotlik, AK",MOU,"Mountain Village, AK"
323,65,H6,MOU,"Mountain Village, AK",KOT,"Kotlik, AK"
324,65,3AQ,ENA,"Kenai, AK",HOM,"Homer, AK"
325,65,3AQ,HOM,"Homer, AK",ENA,"Kenai, AK"
326,65,B6,BTR,"Baton Rouge, LA",MSY,"New Orleans, LA"
327,65,AN,SVC,"Silver City/Hurley, NM",CFT,"Clifton, AZ"
328,65,AN,CFT,"Clifton, AZ",SVC,"Silver City/Hurley, NM"
329,65,7S,JZE,"Trading Bay, AK",ANC,"Anchorage, AK"
330,65,7S,ANC,"Anchorage, AK",JZE,"Trading Bay, AK"
331,65,KAH,LPS,"Lopez Island, WA",LKE,"Seattle, WA"
332,65,KAH,LKE,"Seattle, WA",LPS,"Lopez Island, WA"
333,65,09Q,ONT,"Ontario, CA",PSP,"Palm Springs, CA"
334,65,AA,PSP,"Palm Springs, CA",ONT,"Ontario, CA"
335,65,Z3,DLG,"Dillingham, AK",KGK,"Koliganek, AK"
336,65,Z3,KGK,"Koliganek, AK",DLG,"Dillingham, AK"
337,65,EM,RBG,"Roseburg, OR",MFR,"Medford, OR"
338,65,EV,MOB,"Mobile, AL",PNS,"Pensacola, FL"
339,65,KAH,LKE,"Seattle, WA",DTR,"Decatur Island, WA"
340,65,YR,L41,"Marble Canyon, AZ",GCN,"Grand Canyon, AZ"
341,65,YR,GCN,"Grand Canyon, AZ",L41,"Marble Canyon, AZ"
342,65,27Q,OXC,"Waterbury, CT",TEB,"Teterboro, NJ"
343,65,GV,TLT,"Tuluksak, AK",MLL,"Marshall, AK"
344,65,PT,PNS,"Pensacola, FL",MOB,"Mobile, AL"
345,65,KAH,DTR,"Decatur Island, WA",LKE,"Seattle, WA"
346,66,EM,PSC,"Pasco/Kennewick/Richland, WA",MWH,"Moses Lake, WA"
347,66,OO,AUS,"Austin, TX",SAT,"San Antonio, TX"
348,66,OO,STS,"Santa Rosa, CA",SFO,"San Francisco, CA"
349,66,OO,SFO,"San Francisco, CA",STS,"Santa Rosa, CA"
350,66,H6,KWN,"Quinhagak, AK",PKA,"Napaskiak, AK"
351,66,DL,LAX,"Los Angeles, CA",RIV,"Riverside, CA"
352,66,09Q,GSO,"Greensboro/High Point, NC",RDU,"Raleigh/Durham, NC"
353,66,09Q,RDU,"Raleigh/Durham, NC",GSO,"Greensboro/High Point, NC"
354,66,FX,SAT,"San Antonio, TX",AUS,"Austin, TX"
355,66,LF,BWG,"Bowling Green, KY",MQY,"Smyrna, TN"
356,66,YR,PGA,"Page, AZ",BCE,"Bryce Canyon, UT"
357,66,YR,BCE,"Bryce Canyon, UT",PGA,"Page, AZ"
358,66,K2,PKA,"Napaskiak, AK",KWN,"Quinhagak, AK"
359,66,LF,MQY,"Smyrna, TN",BWG,"Bowling Green, KY"
360,66,GV,ATT,"Atmautluak, AK",KKH,"Kongiganak, AK"
361,66,K3,MTM,"Metlakatla, AK",CGA,"Craig, AK"
362,66,5V,VEE,"Venetie, AK",WCR,"Chandalar, AK"
363,67,AX,ORD,"Chicago, IL",MKE,"Milwaukee, WI"
364,67,AX,MKE,"Milwaukee, WI",ORD,"Chicago, IL"
365,67,EV,ABE,"Allentown/Bethlehem/Easton, PA",EWR,"Newark, NJ"
366,67,3EQ,SAC,"Sacramento, CA",OAK,"Oakland, CA"
367,67,5V,DLG,"Dillingham, AK",TOG,"Togiak, AK"
368,67,H6,SKK,"Shaktoolik, AK",SMK,"St. Michael, AK"
369,67,H6,SKK,"Shaktoolik, AK",WBB,"Stebbins, AK"
370,67,H6,UNK,"Unalakleet, AK",ELI,"Elim, AK"
371,67,H6,BET,"Bethel, AK",KKH,"Kongiganak, AK"
372,67,H6,KKH,"Kongiganak, AK",BET,"Bethel, AK"
373,67,H6,ABL,"Ambler, AK",WLK,"Selawik, AK"
374,67,H6,ELI,"Elim, AK",UNK,"Unalakleet, AK"
375,67,H6,WLK,"Selawik, AK",ABL,"Ambler, AK"
376,67,J5,JNU,"Juneau, AK",PEC,"Pelican, AK"
377,67,J5,PEC,"Pelican, AK",JNU,"Juneau, AK"
