,DISTANCE,UNIQUE_CARRIER,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME
1243,98,8E,ORV,"Noorvik, AK",RDB,"Red Dog, AK"
1244,98,8E,MLL,"Marshall, AK",SHX,"Shageluk, AK"
1245,98,OO,DTW,"Detroit, MI",MBS,"Saginaw/Bay City/Midland, MI"
1246,98,OO,MBS,"Saginaw/Bay City/Midland, MI",DTW,"Detroit, MI"
1247,98,H6,ANI,"Aniak, AK",SRV,"Stony River, AK"
1248,98,H6,SRV,"Stony River, AK",ANI,"Aniak, AK"
1249,98,FX,BIS,"Bismarck/Mandan, ND",DIK,"Dickinson, ND"
1250,98,FX,DIK,"Dickinson, ND",BIS,"Bismarck/Mandan, ND"
1251,98,J5,KAE,"Kake, AK",JNU,"Juneau, AK"
1252,98,J5,JNU,"Juneau, AK",KAE,"Kake, AK"
1253,98,YX,DAB,"Daytona Beach, FL",JAX,"Jacksonville, FL"
1254,98,G4,OGS,"Ogdensburg, NY",PBG,"Plattsburgh, NY"
1255,98,GV,OOK,"Toksook, AK",ATT,"Atmautluak, AK"
1256,98,GV,TNK,"Tununak, AK",NUP,"Nunapitchuk, AK"
1257,98,K2,NUP,"Nunapitchuk, AK",TNK,"Tununak, AK"
1258,98,NK,ACY,"Atlantic City, NJ",LGA,"New York, NY"
1259,99,QX,SEA,"Seattle, WA",EAT,"Wenatchee, WA"
1260,99,QX,EAT,"Wenatchee, WA",SEA,"Seattle, WA"
1261,99,PT,CLT,"Charlotte, NC",FLO,"Florence, SC"
1262,99,PT,FLO,"Florence, SC",CLT,"Charlotte, NC"
1263,99,WN,CVG,"Cincinnati, OH",IND,"Indianapolis, IN"
1264,99,GL,DTW,"Detroit, MI",BKL,"Cleveland, OH"
1265,99,09Q,CMH,"Columbus, OH",CAK,"Akron, OH"
1266,99,09Q,AEX,"Alexandria, LA",BTR,"Baton Rouge, LA"
1267,99,LF,CEF,"Chicopee Falls, MA",HPN,"White Plains, NY"
1268,99,LF,HPN,"White Plains, NY",CEF,"Chicopee Falls, MA"
1269,99,1YQ,BQN,"Aguadilla, PR",JRV,"Ceiba, PR"
1270,99,FX,CLE,"Cleveland, OH",ERI,"Erie, PA"
1271,99,GV,EEK,"Eek, AK",TOG,"Togiak, AK"
1272,99,KAQ,IND,"Indianapolis, IN",CVG,"Cincinnati, OH"
1273,99,04Q,MVY,"Martha's Vineyard, MA",UXO,"Fitchburg, MA"
1274,99,04Q,UXO,"Fitchburg, MA",MVY,"Martha's Vineyard, MA"
1275,99,G4,PVD,"Providence, RI",PSM,"Portsmouth, NH"
1276,99,3EQ,HIO,"Hillsboro, OR",EUG,"Eugene, OR"
1277,99,KAH,BFI,"Seattle, WA",EAT,"Wenatchee, WA"
1278,99,KAH,EAT,"Wenatchee, WA",BFI,"Seattle, WA"
1279,100,5X,OGG,"Kahului, HI",HNL,"Honolulu, HI"
1280,100,5X,RIC,"Richmond, VA",IAD,"Washington, DC"
1281,100,YV,IAD,"Washington, DC",RIC,"Richmond, VA"
1282,100,KH,HNL,"Honolulu, HI",OGG,"Kahului, HI"
1283,100,EM,PDX,"Portland, OR",ONP,"Newport, OR"
1284,100,LF,CHA,"Chattanooga, TN",MQY,"Smyrna, TN"
1285,100,H6,BET,"Bethel, AK",NME,"Nightmute, AK"
1286,100,H6,NME,"Nightmute, AK",BET,"Bethel, AK"
1287,100,H6,HPB,"Hooper Bay, AK",KSM,"St. Mary's, AK"
1288,100,H6,KSM,"St. Mary's, AK",HPB,"Hooper Bay, AK"
1289,100,EM,OTH,"North Bend/Coos Bay, OR",MFR,"Medford, OR"
1290,100,EM,ONP,"Newport, OR",PDX,"Portland, OR"
1291,100,7S,SLQ,"Sleetmute, AK",MCG,"McGrath, AK"
1292,100,AMQ,STL,"St. Louis, MO",COU,"Columbia, MO"
1293,100,OO,BFL,"Bakersfield, CA",FAT,"Fresno, CA"
1294,100,9E,TRI,"Bristol/Johnson City/Kingsport, TN",TYS,"Knoxville, TN"
1295,100,09Q,LSE,"La Crosse, WI",CWA,"Mosinee, WI"
1296,100,MQ,TOL,"Toledo, OH",AZO,"Kalamazoo, MI"
1297,101,L2,KSM,"St. Mary's, AK",BET,"Bethel, AK"
1298,101,2LQ,APF,"Naples, FL",FLL,"Fort Lauderdale, FL"
1299,101,2LQ,FLL,"Fort Lauderdale, FL",APF,"Naples, FL"
1300,101,H6,BET,"Bethel, AK",KSM,"St. Mary's, AK"
1301,101,09Q,MSO,"Missoula, MT",BTM,"Butte, MT"
1302,101,09Q,ACT,"Waco, TX",AUS,"Austin, TX"
1303,101,2EQ,MRI,"Anchorage, AK",NCN,"Chenega, AK"
1304,101,2EQ,NCN,"Chenega, AK",MRI,"Anchorage, AK"
1305,101,K3,PPV,"Port Protection, AK",WFB,"Ketchikan, AK"
1306,101,K3,WFB,"Ketchikan, AK",PPV,"Port Protection, AK"
1307,101,GV,PML,"Port Moller, AK",CDB,"Cold Bay, AK"
1308,101,7S,NUL,"Nulato, AK",UNK,"Unalakleet, AK"
1309,101,FX,RDD,"Redding, CA",ACV,"Arcata/Eureka, CA"
1310,101,9K,STL,"St. Louis, MO",MWA,"Marion/Herrin, IL"
1311,101,9K,MWA,"Marion/Herrin, IL",STL,"St. Louis, MO"
1312,101,GV,CDB,"Cold Bay, AK",PML,"Port Moller, AK"
1313,101,NK,BDL,"Hartford, CT",LGA,"New York, NY"
1314,101,YX,LGA,"New York, NY",BDL,"Hartford, CT"
1315,101,OO,MKG,"Muskegon, MI",SBN,"South Bend, IN"
1316,101,9K,MWA,"Marion/Herrin, IL",OWB,"Owensboro, KY"
1317,101,8E,LUR,"Cape Lisburne, AK",RDB,"Red Dog, AK"
1318,102,5X,HNL,"Honolulu, HI",LIH,"Lihue, HI"
1319,102,5X,LIH,"Lihue, HI",HNL,"Honolulu, HI"
1320,102,KO,NCN,"Chenega, AK",ANC,"Anchorage, AK"
1321,102,OO,TYR,"Tyler, TX",DFW,"Dallas/Fort Worth, TX"
1322,102,OO,DFW,"Dallas/Fort Worth, TX",TYR,"Tyler, TX"
1323,102,H6,MLL,"Marshall, AK",EMK,"Emmonak, AK"
1324,102,H6,MLL,"Marshall, AK",SXP,"Sheldon Point, AK"
1325,102,H6,SXP,"Sheldon Point, AK",MLL,"Marshall, AK"
1326,102,FX,HTS,"Ashland, WV",LCK,"Columbus, OH"
1327,102,FX,LCK,"Columbus, OH",HTS,"Ashland, WV"
1328,102,8V,KAL,"Kaltag, AK",RBY,"Ruby, AK"
1329,102,8V,RBY,"Ruby, AK",KAL,"Kaltag, AK"
1330,102,9X,PIT,"Pittsburgh, PA",AOO,"Altoona, PA"
1331,102,9X,AOO,"Altoona, PA",PIT,"Pittsburgh, PA"
1332,102,AX,HLN,"Helena, MT",MSO,"Missoula, MT"
1333,102,LF,PKB,"Parkersburg, WV",PIT,"Pittsburgh, PA"
1334,102,H6,EMK,"Emmonak, AK",MLL,"Marshall, AK"
1335,102,7S,WNA,"Napakiak, AK",ANI,"Aniak, AK"
1336,102,K3,WFB,"Ketchikan, AK",KPB,"Point Baker, AK"
1337,102,K3,KPB,"Point Baker, AK",WFB,"Ketchikan, AK"
1338,102,KO,ANC,"Anchorage, AK",NCN,"Chenega, AK"
1339,102,J5,KAE,"Kake, AK",KLW,"Klawock, AK"
1340,102,GV,KCQ,"Chignik, AK",PIP,"Pilot Point, AK"
1341,102,GV,PIP,"Pilot Point, AK",KCQ,"Chignik, AK"
1342,102,04Q,OWD,"Norwood, MA",HTO,"East Hampton, NY"
1343,102,04Q,BVY,"Beverly, MA",ACK,"Nantucket, MA"
1344,102,04Q,ACK,"Nantucket, MA",BVY,"Beverly, MA"
1345,102,AN,VNY,"Van Nuys, CA",CLD,"Carlsbad, CA"
1346,102,AN,CLD,"Carlsbad, CA",VNY,"Van Nuys, CA"
1347,103,EV,MOB,"Mobile, AL",VPS,"Valparaiso, FL"
1348,103,QX,SEA,"Seattle, WA",YKM,"Yakima, WA"
1349,103,QX,YKM,"Yakima, WA",SEA,"Seattle, WA"
1350,103,8V,RBY,"Ruby, AK",TAL,"Tanana, AK"
1351,103,8V,TAL,"Tanana, AK",RBY,"Ruby, AK"
1352,103,5X,RSW,"Fort Myers, FL",PBI,"West Palm Beach/Palm Beach, FL"
1353,103,WN,PBI,"West Palm Beach/Palm Beach, FL",RSW,"Fort Myers, FL"
1354,103,7S,KOT,"Kotlik, AK",UNK,"Unalakleet, AK"
1355,103,7S,HPB,"Hooper Bay, AK",EMK,"Emmonak, AK"
1356,103,7S,TLT,"Tuluksak, AK",KSM,"St. Mary's, AK"
1357,103,7S,FVQ,"Donlin Creek Mine, AK",MCG,"McGrath, AK"
1358,103,EM,RDM,"Bend/Redmond, OR",EUG,"Eugene, OR"
1359,103,8E,TNC,"Tin City, AK",OME,"Nome, AK"
1360,103,8E,OME,"Nome, AK",TNC,"Tin City, AK"
1361,103,8V,CIK,"Chalkyitsik, AK",WBQ,"Beaver, AK"
1362,103,C5,HSV,"Huntsville, AL",BNA,"Nashville, TN"
1363,103,DL,BNA,"Nashville, TN",HSV,"Huntsville, AL"
1364,103,V8,ILI,"Iliamna, AK",NNK,"Naknek, AK"
1365,103,V8,NNK,"Naknek, AK",ILI,"Iliamna, AK"
1366,103,7S,KLG,"Kalskag, AK",KSM,"St. Mary's, AK"
1367,103,8V,WBQ,"Beaver, AK",CIK,"Chalkyitsik, AK"
1368,103,GV,ATT,"Atmautluak, AK",TNK,"Tununak, AK"
1369,103,GV,EMK,"Emmonak, AK",HPB,"Hooper Bay, AK"
1370,103,3EQ,RDU,"Raleigh/Durham, NC",LYH,"Lynchburg, VA"
1371,103,H6,UNK,"Unalakleet, AK",KOT,"Kotlik, AK"
1372,103,8E,PHO,"Point Hope, AK",RDB,"Red Dog, AK"
1373,104,YX,RSW,"Fort Myers, FL",MIA,"Miami, FL"
1374,104,5X,CID,"Cedar Rapids/Iowa City, IA",DSM,"Des Moines, IA"
1375,104,5X,DSM,"Des Moines, IA",CID,"Cedar Rapids/Iowa City, IA"
1376,104,8E,KKA,"Koyuk, AK",SMK,"St. Michael, AK"
1377,104,8E,DRG,"Deering, AK",WTK,"Noatak, AK"
1378,104,4W,CEM,"Central, AK",FAI,"Fairbanks, AK"
1379,104,4W,FAI,"Fairbanks, AK",CEM,"Central, AK"
1380,104,KD,MIA,"Miami, FL",RSW,"Fort Myers, FL"
1381,104,MQ,AVP,"Scranton/Wilkes-Barre, PA",LGA,"New York, NY"
1382,104,H6,BET,"Bethel, AK",CHU,"Chuathbaluk, AK"
1383,104,8E,WBB,"Stebbins, AK",KKA,"Koyuk, AK"
1384,104,8E,WTK,"Noatak, AK",DRG,"Deering, AK"
1385,104,8E,KKA,"Koyuk, AK",WBB,"Stebbins, AK"
1386,104,DL,LAX,"Los Angeles, CA",NKX,"San Diego, CA"
1387,104,F9,MCO,"Orlando, FL",SRQ,"Sarasota/Bradenton, FL"
1388,104,V8,ILI,"Iliamna, AK",WSN,"South Naknek, AK"
1389,104,GV,CHU,"Chuathbaluk, AK",BET,"Bethel, AK"
1390,104,PT,AVP,"Scranton/Wilkes-Barre, PA",PHL,"Philadelphia, PA"
1391,104,PT,PHL,"Philadelphia, PA",AVP,"Scranton/Wilkes-Barre, PA"
1392,104,2O,ORI,"Port Lions, AK",09A,"Homer, AK"
1393,104,2O,09A,"Homer, AK",ORI,"Port Lions, AK"
1394,104,U7,CLE,"Cleveland, OH",YIP,"Detroit, MI"
1395,104,U7,YIP,"Detroit, MI",CLE,"Cleveland, OH"
1396,104,7S,ATT,"Atmautluak, AK",ANI,"Aniak, AK"
1397,104,AN,PHX,"Phoenix, AZ",BGT,"Bagdad, AZ"
1398,104,AN,BGT,"Bagdad, AZ",PHX,"Phoenix, AZ"
1399,104,GV,AUK,"Alakanuk, AK",MLL,"Marshall, AK"
1400,104,GV,MLL,"Marshall, AK",AUK,"Alakanuk, AK"
1401,104,B6,SRQ,"Sarasota/Bradenton, FL",MCO,"Orlando, FL"
1402,104,GV,RSH,"Russian Mission, AK",CKD,"Crooked Creek, AK"
1403,104,V8,WSN,"South Naknek, AK",ILI,"Iliamna, AK"
1404,104,27Q,MVY,"Martha's Vineyard, MA",N4Y,"Southampton, NY"
1405,104,OO,RIW,"Riverton/Lander, WY",COD,"Cody, WY"
1406,104,2O,SKJ,"Sitkinak, AK",ADQ,"Kodiak, AK"
1407,104,2O,ADQ,"Kodiak, AK",SKJ,"Sitkinak, AK"
1408,104,04Q,NY5,"Millbrook, NY",MTP,"Montauk Point, NY"
1409,104,04Q,MTP,"Montauk Point, NY",NY5,"Millbrook, NY"
1410,104,8E,SMK,"St. Michael, AK",KKA,"Koyuk, AK"
1411,105,OO,SHV,"Shreveport, LA",MLU,"Monroe, LA"
1412,105,OO,IND,"Indianapolis, IN",FWA,"Fort Wayne, IN"
1413,105,2LQ,RSW,"Fort Myers, FL",FLL,"Fort Lauderdale, FL"
1414,105,H6,WLK,"Selawik, AK",WTK,"Noatak, AK"
1415,105,5X,MHR,"Sacramento, CA",RNO,"Reno, NV"
1416,105,5X,RNO,"Reno, NV",MHR,"Sacramento, CA"
1417,105,2LQ,FLL,"Fort Lauderdale, FL",RSW,"Fort Myers, FL"
1418,105,04Q,ACK,"Nantucket, MA",BED,"Bedford, MA"
1419,105,8E,WTK,"Noatak, AK",WLK,"Selawik, AK"
1420,105,04Q,BED,"Bedford, MA",ACK,"Nantucket, MA"
1421,105,FX,MSY,"New Orleans, LA",LFT,"Lafayette, LA"
1422,105,G4,AGS,"Augusta, GA",SVN,"Savannah, GA"
1423,105,GV,KLG,"Kalskag, AK",SLQ,"Sleetmute, AK"
1424,105,GV,SLQ,"Sleetmute, AK",KLG,"Kalskag, AK"
1425,105,8E,SHG,"Shungnak, AK",ORV,"Noorvik, AK"
1426,105,H6,ORV,"Noorvik, AK",SHG,"Shungnak, AK"
1427,105,H6,KOT,"Kotlik, AK",SCM,"Scammon Bay, AK"
1428,105,OO,HOB,"Hobbs, NM",LBB,"Lubbock, TX"
1429,106,B6,BDL,"Hartford, CT",JFK,"New York, NY"
1430,106,8E,SHH,"Shishmaref, AK",OTZ,"Kotzebue, AK"
1431,106,8E,OTZ,"Kotzebue, AK",SHH,"Shishmaref, AK"
1432,106,EM,EUG,"Eugene, OR",PDX,"Portland, OR"
1433,106,SY,MOT,"Minot, ND",BIS,"Bismarck/Mandan, ND"
1434,106,OO,CHA,"Chattanooga, TN",ATL,"Atlanta, GA"
1435,106,OO,BHM,"Birmingham, AL",GTR,"Columbus, MS"
1436,106,OO,ATL,"Atlanta, GA",CHA,"Chattanooga, TN"
1437,106,QX,PDX,"Portland, OR",EUG,"Eugene, OR"
1438,106,H6,KSM,"St. Mary's, AK",WBB,"Stebbins, AK"
1439,106,H6,WBB,"Stebbins, AK",KSM,"St. Mary's, AK"
1440,106,H6,SMK,"St. Michael, AK",KSM,"St. Mary's, AK"
1441,106,FX,PIT,"Pittsburgh, PA",CLE,"Cleveland, OH"
1442,106,FX,BIS,"Bismarck/Mandan, ND",MOT,"Minot, ND"
1443,106,8V,AET,"Allakaket, AK",SVS,"Stevens Village, AK"
1444,106,8V,SVS,"Stevens Village, AK",AET,"Allakaket, AK"
1445,106,AN,LGB,"Long Beach, CA",SBA,"Santa Barbara, CA"
1446,106,AN,SBA,"Santa Barbara, CA",LGB,"Long Beach, CA"
1447,106,YX,CLE,"Cleveland, OH",PIT,"Pittsburgh, PA"
1448,106,7S,GMT,"Granite Mountain, AK",UNK,"Unalakleet, AK"
1449,106,YR,SGU,"St. George, UT",BLD,"Boulder City, NV"
1450,106,MQ,MCI,"Kansas City, MO",MHK,"Manhattan/Ft. Riley, KS"
1451,106,OO,RKS,"Rock Springs, WY",RIW,"Riverton/Lander, WY"
1452,106,OO,RIW,"Riverton/Lander, WY",RKS,"Rock Springs, WY"
1453,106,B6,JFK,"New York, NY",BDL,"Hartford, CT"
1454,106,K2,OOK,"Toksook, AK",WNA,"Napakiak, AK"
1455,107,PT,SBY,"Salisbury, MD",PHL,"Philadelphia, PA"
1456,107,PT,PHL,"Philadelphia, PA",SBY,"Salisbury, MD"
1457,107,5V,ARC,"Arctic Village, AK",FYU,"Fort Yukon, AK"
1458,107,5V,FYU,"Fort Yukon, AK",ARC,"Arctic Village, AK"
1459,107,ELL,GKN,"Gulkana, AK",MYK,"May Creek, AK"
1460,107,ELL,MYK,"May Creek, AK",GKN,"Gulkana, AK"
1461,107,H6,KWT,"Kwethluk, AK",CYF,"Chefornak, AK"
1462,107,H6,CYF,"Chefornak, AK",VAK,"Chevak, AK"
1463,107,H6,CYF,"Chefornak, AK",KWT,"Kwethluk, AK"
1464,107,H6,VAK,"Chevak, AK",CYF,"Chefornak, AK"
1465,107,09Q,SFB,"Sanford, FL",PIE,"St. Petersburg, FL"
1466,107,09Q,HRL,"Harlingen/San Benito, TX",CRP,"Corpus Christi, TX"
1467,107,7S,NUP,"Nunapitchuk, AK",ANI,"Aniak, AK"
1468,107,7S,KWT,"Kwethluk, AK",KSM,"St. Mary's, AK"
1469,107,1WQ,ACY,"Atlantic City, NJ",FRG,"East Farmingdale, NY"
1470,107,1WQ,FRG,"East Farmingdale, NY",ACY,"Atlantic City, NJ"
1471,107,09Q,CRP,"Corpus Christi, TX",HRL,"Harlingen/San Benito, TX"
1472,107,Z3,DLG,"Dillingham, AK",PIP,"Pilot Point, AK"
1473,107,Z3,PIP,"Pilot Point, AK",DLG,"Dillingham, AK"
1474,107,OO,GRB,"Green Bay, WI",MKE,"Milwaukee, WI"
1475,107,G4,PIE,"St. Petersburg, FL",SFB,"Sanford, FL"
1476,107,K2,KPN,"Kipnuk, AK",KWT,"Kwethluk, AK"
1477,107,FX,LCK,"Columbus, OH",CVG,"Cincinnati, OH"
1478,108,4W,WBQ,"Beaver, AK",FAI,"Fairbanks, AK"
1479,108,4W,FAI,"Fairbanks, AK",WBQ,"Beaver, AK"
1480,108,FX,FLL,"Fort Lauderdale, FL",MTH,"Marathon, FL"
1481,108,FX,MTH,"Marathon, FL",FLL,"Fort Lauderdale, FL"
1482,108,MQ,SHV,"Shreveport, LA",AEX,"Alexandria, LA"
1483,108,AN,SBA,"Santa Barbara, CA",CIB,"Avalon, CA"
1484,108,09Q,SJT,"San Angelo, TX",MAF,"Midland/Odessa, TX"
1485,108,2EQ,MRI,"Anchorage, AK",TEK,"Tatitlek, AK"
1486,108,2EQ,TEK,"Tatitlek, AK",MRI,"Anchorage, AK"
1487,108,09Q,MCN,"Macon, GA",AGS,"Augusta, GA"
1488,108,09Q,AGS,"Augusta, GA",MCN,"Macon, GA"
1489,108,GV,EEK,"Eek, AK",KLG,"Kalskag, AK"
1490,108,AN,CIB,"Avalon, CA",SBA,"Santa Barbara, CA"
1491,109,EV,ORD,"Chicago, IL",MSN,"Madison, WI"
1492,109,EV,MSN,"Madison, WI",ORD,"Chicago, IL"
1493,109,CP,SAN,"San Diego, CA",LAX,"Los Angeles, CA"
1494,109,CP,LAX,"Los Angeles, CA",SAN,"San Diego, CA"
1495,109,OO,DEN,"Denver, CO",PUB,"Pueblo, CO"
1496,109,OO,PUB,"Pueblo, CO",DEN,"Denver, CO"
1497,109,OO,BUR,"Burbank, CA",PSP,"Palm Springs, CA"
1498,109,H6,PQS,"Pilot Station, AK",SMK,"St. Michael, AK"
1499,109,H6,OME,"Nome, AK",WAA,"Wales, AK"
1500,109,H6,WAA,"Wales, AK",OME,"Nome, AK"
1501,109,H6,MOU,"Mountain Village, AK",SMK,"St. Michael, AK"
1502,109,09Q,GSP,"Greer, SC",TRI,"Bristol/Johnson City/Kingsport, TN"
1503,109,09Q,TRI,"Bristol/Johnson City/Kingsport, TN",GSP,"Greer, SC"
1504,109,LF,BKW,"Beckley, WV",PKB,"Parkersburg, WV"
1505,109,LF,PKB,"Parkersburg, WV",BKW,"Beckley, WV"
1506,109,09Q,OKC,"Oklahoma City, OK",SPS,"Wichita Falls, TX"
1507,109,PT,PWM,"Portland, ME",BGR,"Bangor, ME"
1508,109,8E,GLV,"Golovin, AK",TLA,"Teller, AK"
1509,109,GV,SMK,"St. Michael, AK",SXP,"Sheldon Point, AK"
1510,109,GV,SXP,"Sheldon Point, AK",SMK,"St. Michael, AK"
1511,109,FX,BGR,"Bangor, ME",PWM,"Portland, ME"
1512,109,9K,LEB,"Lebanon-Hanover, NH",BOS,"Boston, MA"
1513,109,9K,BOS,"Boston, MA",LEB,"Lebanon-Hanover, NH"
1514,109,27Q,HSV,"Huntsville, AL",TCL,"Tuscaloosa, AL"
1515,109,YR,PGA,"Page, AZ",DQS,"Whitmore, AZ"
1516,109,YR,DQS,"Whitmore, AZ",PGA,"Page, AZ"
1517,109,7S,GMT,"Granite Mountain, AK",OTZ,"Kotzebue, AK"
1518,109,7S,OTZ,"Kotzebue, AK",GMT,"Granite Mountain, AK"
1519,109,FX,SMF,"Sacramento, CA",XXN,"Willits, CA"
1520,109,FX,XXN,"Willits, CA",SMF,"Sacramento, CA"
1521,109,H6,HPB,"Hooper Bay, AK",PQS,"Pilot Station, AK"
1522,109,H6,PQS,"Pilot Station, AK",HPB,"Hooper Bay, AK"
1523,109,8E,TLA,"Teller, AK",GLV,"Golovin, AK"
1524,109,OO,SPS,"Wichita Falls, TX",OKC,"Oklahoma City, OK"
1525,109,OH,MYR,"Myrtle Beach, SC",OAJ,"Jacksonville/Camp Lejeune, NC"
1526,110,5X,PIA,"Peoria, IL",RFD,"Rockford, IL"
1527,110,5X,RFD,"Rockford, IL",PIA,"Peoria, IL"
1528,110,OO,PSP,"Palm Springs, CA",LAX,"Los Angeles, CA"
1529,110,OO,LAX,"Los Angeles, CA",PSP,"Palm Springs, CA"
1530,110,27Q,PBI,"West Palm Beach/Palm Beach, FL",APF,"Naples, FL"
1531,110,OO,PHX,"Phoenix, AZ",TUS,"Tucson, AZ"
1532,110,OO,TUS,"Tucson, AZ",PHX,"Phoenix, AZ"
1533,110,UA,RSW,"Fort Myers, FL",TPA,"Tampa, FL"
1534,110,H6,BET,"Bethel, AK",MOU,"Mountain Village, AK"
1535,110,H6,MOU,"Mountain Village, AK",BET,"Bethel, AK"
1536,110,H6,GNU,"Goodnews Bay, AK",WNA,"Napakiak, AK"
1537,110,K2,WNA,"Napakiak, AK",GNU,"Goodnews Bay, AK"
1538,110,SY,TPA,"Tampa, FL",RSW,"Fort Myers, FL"
1539,110,9K,DEC,"Decatur, IL",STL,"St. Louis, MO"
1540,110,9K,STL,"St. Louis, MO",DEC,"Decatur, IL"
1541,110,GV,PIP,"Pilot Point, AK",KLL,"Levelock, AK"
1542,110,GV,KLL,"Levelock, AK",PIP,"Pilot Point, AK"
1543,110,OO,CPR,"Casper, WY",GCC,"Gillette, WY"
1544,110,FX,IMT,"Iron Mountain/Kingsfd, MI",ATW,"Appleton, WI"
1545,110,2LQ,QNY,"New York, NY",MTP,"Montauk Point, NY"
1546,110,04Q,HPN,"White Plains, NY",NJ1,"Berlin, NJ"
1547,110,04Q,NJ1,"Berlin, NJ",HPN,"White Plains, NY"
1548,111,5X,OKC,"Oklahoma City, OK",TUL,"Tulsa, OK"
1549,111,OO,MQT,"Marquette, MI",RHI,"Rhinelander, WI"
1550,111,5X,TUL,"Tulsa, OK",OKC,"Oklahoma City, OK"
1551,111,7S,KUK,"Kasigluk, AK",ANI,"Aniak, AK"
1552,111,KO,KTN,"Ketchikan, AK",PSG,"Petersburg, AK"
1553,111,09Q,IND,"Indianapolis, IN",DAY,"Dayton, OH"
1554,111,K2,WNA,"Napakiak, AK",TNK,"Tununak, AK"
1555,111,U7,YIP,"Detroit, MI",GRR,"Grand Rapids, MI"
1556,111,KO,PSG,"Petersburg, AK",KTN,"Ketchikan, AK"
1557,111,8E,SHH,"Shishmaref, AK",KVL,"Kivalina, AK"
1558,111,FX,IYK,"Inyokern, CA",ONT,"Ontario, CA"
1559,111,FX,ONT,"Ontario, CA",IYK,"Inyokern, CA"
1560,111,OO,MKG,"Muskegon, MI",MBS,"Saginaw/Bay City/Midland, MI"
1561,111,G4,SDF,"Louisville, KY",IND,"Indianapolis, IN"
1562,111,5X,IND,"Indianapolis, IN",SDF,"Louisville, KY"
1563,111,27Q,FOK,"Westhampton, NY",PCT,"Princeton, NJ"
1564,111,GV,RSH,"Russian Mission, AK",EEK,"Eek, AK"
1565,111,GV,EEK,"Eek, AK",RSH,"Russian Mission, AK"
1566,111,K2,TNK,"Tununak, AK",WNA,"Napakiak, AK"
1567,112,04Q,PSF,"Pittsfield, MA",LWM,"Lawrence, MA"
1568,112,04Q,LWM,"Lawrence, MA",PSF,"Pittsfield, MA"
1569,112,H6,OOK,"Toksook, AK",BET,"Bethel, AK"
1570,112,H6,BET,"Bethel, AK",OOK,"Toksook, AK"
1571,112,H6,KOT,"Kotlik, AK",RSH,"Russian Mission, AK"
1572,112,H6,RSH,"Russian Mission, AK",KOT,"Kotlik, AK"
1573,112,OO,SUN,"Sun Valley/Hailey/Ketchum, ID",IDA,"Idaho Falls, ID"
1574,112,DL,CLE,"Cleveland, OH",CMH,"Columbus, OH"
1575,112,8V,AET,"Allakaket, AK",AKP,"Anaktuvuk Pass, AK"
1576,112,8V,AKP,"Anaktuvuk Pass, AK",AET,"Allakaket, AK"
1577,112,KAH,VWE,"Chelan, WA",BFI,"Seattle, WA"
1578,112,KAH,BFI,"Seattle, WA",VWE,"Chelan, WA"
1579,112,9E,MBS,"Saginaw/Bay City/Midland, MI",TVC,"Traverse City, MI"
1580,112,AN,SMO,"Santa Monica, CA",PSP,"Palm Springs, CA"
1581,112,DL,BNA,"Nashville, TN",CHA,"Chattanooga, TN"
1582,112,9E,CHA,"Chattanooga, TN",BNA,"Nashville, TN"
1583,112,YX,CMH,"Columbus, OH",CLE,"Cleveland, OH"
1584,112,8V,LMA,"Lake Minchumina, AK",RBY,"Ruby, AK"
1585,112,8V,EAA,"Eagle, AK",IRC,"Circle, AK"
1586,113,9E,DTW,"Detroit, MI",AZO,"Kalamazoo, MI"
1587,113,9E,AZO,"Kalamazoo, MI",DTW,"Detroit, MI"
1588,113,CP,RNO,"Reno, NV",SMF,"Sacramento, CA"
1589,113,UA,SMF,"Sacramento, CA",RNO,"Reno, NV"
1590,113,OO,DEN,"Denver, CO",LAR,"Laramie, WY"
1591,113,OO,SYR,"Syracuse, NY",OGS,"Ogdensburg, NY"
1592,113,OO,LAR,"Laramie, WY",DEN,"Denver, CO"
1593,113,H6,OOK,"Toksook, AK",PKA,"Napaskiak, AK"
1594,113,H6,SCC,"Deadhorse, AK",BTI,"Barter Island, AK"
1595,113,H6,WTK,"Noatak, AK",PHO,"Point Hope, AK"
1596,113,H6,BTI,"Barter Island, AK",SCC,"Deadhorse, AK"
1597,113,09Q,FRG,"East Farmingdale, NY",PHL,"Philadelphia, PA"
1598,113,7S,PHO,"Point Hope, AK",WTK,"Noatak, AK"
1599,113,7S,OBU,"Kobuk, AK",ORV,"Noorvik, AK"
1600,113,KO,ANC,"Anchorage, AK",TEK,"Tatitlek, AK"
1601,113,09Q,SPS,"Wichita Falls, TX",DFW,"Dallas/Fort Worth, TX"
1602,113,MQ,DFW,"Dallas/Fort Worth, TX",SPS,"Wichita Falls, TX"
1603,113,2O,PGM,"Port Graham, AK",ADQ,"Kodiak, AK"
1604,113,2O,ADQ,"Kodiak, AK",PGM,"Port Graham, AK"
1605,113,LF,MQY,"Smyrna, TN",CEY,"Murray, KY"
1606,113,LF,CEY,"Murray, KY",MQY,"Smyrna, TN"
1607,113,FX,EWN,"New Bern/Morehead/Beaufort, NC",RDU,"Raleigh/Durham, NC"
1608,113,FX,RDU,"Raleigh/Durham, NC",EWN,"New Bern/Morehead/Beaufort, NC"
